id,api_output,correctness,true_answer
127,"The classical author who wrote the ""Anabasis"" is Xenophon. He was an ancient Greek historian, philosopher, and soldier, and his work details the journey of Greek mercenaries, known as the Ten Thousand, as they made their way home after fighting in Persia.",True,"['Xenophon', 'Ξενοφῶν', 'Constitution of Lacedaemon (Xenophon)', 'ξενοφῶν', 'Attic Muse', 'Xenophon of Thebes', 'Xenofon', 'constitution of lacedaemonians', 'xenophon of thebes', 'Xenophon of Athens', 'XENOPHON', 'ξενοφών', 'xenophon of athens', 'xenofon', 'xenophon', 'xenophontas', 'attic muse', 'constitution of lacedaemon xenophon', 'Ξενοφών', 'xénophon', 'Constitution of the Lacedemonians', 'constitution of lacedemonians', 'Xenophontas', 'Constitution of the Lacedaemonians', 'Xénophon']"
128,The Royal British Legion was founded in the year 1921.,True,"['1921', 'one thousand, nine hundred and twenty-one', 'one thousand nine hundred and twenty one']"
129,"The first sequel to win a Best Picture Oscar was ""The Godfather Part II,"" which won the award at the 47th Academy Awards in 1975.",True,"['Godfather Part II', 'The Godfather Part II', 'godfather part 2', 'THE GODFATHER PART II', 'The godfather part ii', 'antonio 22tony 22 rosato', 'The Godfather, Part II', 'The Godfather 2', 'godfather part ii', 'Antonio %22Tony%22 Rosato', 'The Godfather II', 'The Godfather Part Two', 'Godfather 2', 'TGP2', 'Don Ciccio', 'tgp2', 'godfather 2', 'Godfather part ii', 'The godfather 2', 'The Godfather pt 2', 'The Godfather: Part II', 'godfather ii', 'Godfather pt ii', 'godfather pt ii', 'don ciccio', 'Tony Rosato (The Godfather)', 'godfather part two', 'Godfather II', 'tony rosato godfather', 'don francesco ciccio', 'Godfather Part 2', 'The Godfather Part 2', 'godfather pt 2', 'Don Francesco Ciccio']"
130,"J. D. Salinger's most famous novel is ""The Catcher in the Rye,"" published in 1951. The novel is widely regarded as a classic of American literature and has had a significant impact on readers and writers alike.",True,"['Catcher in the Rye', 'A Catcher in the Rye', 'The Catcher in the Rye', 'D.B. Caulfield', 'phoebe caulfield', 'db caulfield', 'Little Shirley Beans', 'sally hayes', 'little shirley beans', 'estelle fletcher', 'Catcher In The Rye', 'Mr. Spencer', 'Phoebe Caulfield', 'Agerstown, Pennsylvania', 'The Catcher In The Rye', 'Estelle Fletcher', 'agerstown pa', 'edmont hotel', 'Catcher in the rye', 'Sally Hayes', 'Edmont Hotel', 'The catcher in the rye', 'Jane Gallagher', 'Agerstown, PA', 'DB Caulfield', 'The catcher and the rye', 'Catcher In the Rye', 'Mr Antolini', 'Agerstown Pa', 'catcher and rye', 'D. B. Caulfield', 'catcher in rye', 'agerstown pennsylvania', 'jane gallagher', 'mr spencer', 'club ernies', 'mr antolini', 'Faith Cavendish', 'd b caulfield', 'Club Ernies', 'faith cavendish']"
131,"In 2012, the rugby league team that played at Langtree Park was St Helens.",True,"['St Helens', 'St. Helens', 'Saint Helens (disambiguation)', 'saint helens disambiguation', 'st helen s', 'saint helen s', 'St helens', ""St. Helen's"", 'St Helens (disambiguation)', 'Saint Helens', 'St.helens', ""St Helen's"", 'saint helens', 'st helens', 'st helens disambiguation', ""Saint Helen's""]"
132,"The band that performed the 1965 hit ""All Day and All of the Night"" is The Kinks. The Doors' single ""Hello, I Love You"" generated controversy due to its resemblance to this earlier song.",True,"['The Kinks', 'The Kinks', 'Kinks', 'Kinks', 'John Gosling (The Kinks musician)', 'The Kinks (band)', 'gordon john edwards', 'ray davies quartet', 'The Ray Davies Quartet', 'kinks band', 'Gordon John Edwards', 'kinks', 'Kinks, The', 'john gosling kinks musician']"
133,"Bruno Senna, the nephew of the late Formula 1 legend Ayrton Senna, signed to drive for the Williams team.",True,"['Ayrton Senna', 'Ayrton Senna', 'airton senna', 'The Rain Genius', 'arton senna', 'Ayrton da Silva', 'rain genius', 'Airton Senna', 'list of achievements by ayrton senna', 'Silvastone', 'ayrton senna', 'The rain genius', 'silvastone', 'ayrton da silva', 'Arton senna', 'Aerton Senna', 'Ayrton Senna da Silva', 'ayrton senna da silva', 'List of achievements by Ayrton Senna', 'aerton senna']"
134,"In the Wild West, the figure known as ""Iron Eyes"" was actually **Iron Eyes Cody**, who was a Native American actor and a prominent figure in Hollywood during the mid-20th century. He was known for his roles in Western films and for his portrayal of Native American characters. However, it's worth noting that he was not a historical figure from the Wild West era itself, but rather a cultural icon who represented Native American themes in film. If you are looking for a different individual or context, please provide more details!",False,"['Buffalo Bill Cody', 'Buffalo Bill', 'Bill Cody', 'buffalo bill cody s wild west show', 'wild west rocky mountain and prairie exhibition', 'William Cody', 'buffalo bill', 'Wild West, Rocky Mountain and Prairie Exhibition', ""William Frank 'Buffalo Bill' Cody"", 'William Frederick Cody', 'william frederick cody', 'William Frederick %22Buffalo Bill%22 Cody', 'william cody', 'william f cody', 'william frank buffalo bill cody', 'buffalo bill s wild west', 'buffalo bill s wild west show', 'bill cody', 'William F Cody', ""Buffalo Bill Cody's Wild West Show"", 'buffalo bill cody', ""Buffalo Bill's Wild West show"", ""Buffalo Bill's Wild West Show"", 'William F. Cody', ""Buffalo Bill's Wild West"", 'william frederick 22buffalo bill 22 cody', 'WILLIAM CODY', 'Buffalo Bill’s Wild West Show']"
135,"The navy that destroyed the Russian fleet at Port Arthur after a series of attacks in 1904 and 1905 was the Imperial Japanese Navy. This conflict was part of the Russo-Japanese War, which was fought between the Russian Empire and the Empire of Japan over rival imperial ambitions in Manchuria and Korea.",True,"['Japan', 'Japan', 'Japan', 'Japan', 'Japan', 'Japang', '日本国', 'Ja-pan', 'japan', 'State of Japan', 'Japan (country)', '日本', 'Nihon-koku', 'etymology of japan', 'JAPAN', 'jpn', 'jpan', 'nippon', 'nihon', 'iso 3166 1 jp', '日本國', 'Nihon', 'Rìběn', 'nihon koku', 'Japian', '🗾', 'japan country', 'japao', 'Riben', 'japian', 'The State of Japan', 'Japoa', 'Republic of Japan', 'Nippon', 'japanese financial sector', 'ja pan', 'Jpan', 'JPN', 'state of japan', 'JapaN', 'Nippon-koku', 'riben', 'rìběn', 'nippon koku', 'japang', 'republic of japan', 'Japanese financial sector', 'Etymology of Japan', 'ISO 3166-1:JP', 'japoa', 'Japao', 'modern–era japan', 'Modern–era Japan']"
136,"The surname of the title character of ""Anne of Green Gables"" is Shirley. Her full name is Anne Shirley.",True,"['Shirley', 'Shirley (singer)', 'shirley disambiguation', 'shirley', 'Shirley (disambiguation)', 'shirley singer']"
137,"Gary Busey played Buddy Holly in the 1978 film ""The Buddy Holly Story.""",True,"['Buddy Holly', 'charles h holley', 'buddy hollie', 'buddy holly', 'charles holly', 'charles harden', 'Holly Buddy', 'Charles Holly', 'buddy holley', 'Buddy holly', 'Buddy Holly: A Rock & Roll Collection', 'buddy holly rock and roll collection', 'Buddie Hollie', 'Holly, Buddy', 'Buddy Holly and the Crickets', 'charles hardin helley', 'Charles Hardin Holly', 'Buddy Holley', 'charles holley', 'holly buddy', 'Charles Holley', 'Buddy Hollie', 'buddy holly singer', 'buddy holly crickets', 'Buddy holly (singer)', 'Charles Hardin Holley', 'buddy holly and crickets', 'Buddy Holly: A Rock and Roll Collection', 'charles hardin holly', 'buddie holly', 'Charles Harden', 'Buddy Holly & The Crickets', 'Charles Hardin Helley', 'Charles H. Holley', 'buddy holly rock roll collection', 'charles hardin holley', 'buddie hollie', 'Buddy Holly & the Crickets', 'Buddie Holly']"
138,"Isoprene, butyl, and nitrile are all types of **rubber** or **elastomers**. Specifically, isoprene is a monomer used to produce natural rubber (polyisoprene), butyl rubber is a synthetic rubber made from isobutylene and isoprene, and nitrile rubber (NBR) is a synthetic rubber made from acrylonitrile and butadiene. These materials are commonly used in various applications due to their elasticity and durability.",True,"['Rubber', 'Natural rubber', 'Indiarubbers', 'Rubber mixing', 'indiarubbers', 'india rubber', 'India-Rubber', 'caoutchouc', 'India-rubber', 'Natural rubbers', 'rubber', 'gum rubber', 'Gum rubber', 'Caucho', 'Production of rubber', 'india rubbers', 'gum elastic', 'Indiarubber', 'natural rubber', 'Caoutchouc', 'Gum Elastic', 'production of rubber', 'indiarubber', 'caucho', 'India rubbers', 'India rubber', 'rubber mixing', 'Rubbers', 'India-rubbers', 'natural rubbers', 'rubbers']"
139,"In literature and films, Admiral Sir Miles Messery is better known as ""M"" from the James Bond series. He is the head of the British Secret Service and has been portrayed in various adaptations of Ian Fleming's works.",True,"['M', '🅼', 'Ｍ', '🄼', 'm', 'ⓜ', '🄜', '⒨', 'Ⓜ', 'm letter', 'ｍ', '🅜', 'M (letter)']"
140,"The Forest of Arden is located in the county of Warwickshire, England. It is famously associated with William Shakespeare's play ""As You Like It.""",True,"['Warwickshire', 'Warwickshire', 'Warwickshire, England', 'great wolford', 'Warks', 'Yew Green', 'county of warwick', 'Warwickshire (England)', 'warwickshire', 'Great wolford', 'Great Wolford', 'yew green', 'warks', 'warwickshire england', 'County of Warwick']"
141,"The TV comedy you're referring to is ""Superstore."" The characters McLaren, Blanco, and Warren are part of the ensemble cast in this workplace sitcom that revolves around the employees of a big-box store.",False,"['Porridge', 'porridge', 'Hot cereal', 'parritch', 'porage', 'porridges', 'Parritch', 'Poridge', 'poridge', 'Porage', 'hot cereal', 'Porridges', 'Porrige', 'porrige']"
142,"Silkworms primarily feed on the leaves of the mulberry tree, particularly the species Morus alba.",True,"['Mulberry', 'Mulberry tree', 'moriculture', 'mulberries', 'mulberry trees', 'Morus (plant)', 'Moriculture', 'mulberry', 'mulbery', 'Mulbery', 'mulberry tree', 'Mulberry Tree', 'morus plant', 'Mullberry', 'mulberry tea', 'Mulberry trees', 'Mulberry tea', 'Mulberries', 'mullberry']"
143,Adele's surname is Adkins. Her full name is Adele Laurie Blue Adkins.,True,"['Adkins', 'adkins surname', 'Adkins (surname)', 'adkins']"
144,"In the 1990 film ""Back to the Future Part III,"" Michael J. Fox's character, Marty McFly, travels back to the year 1885 in the Wild West.",True,"['1885', 'one thousand, eight hundred and eighty-five', 'one thousand eight hundred and eighty five']"
145,"The first British golfer to win the US Masters was Sir Nick Faldo. He achieved this milestone in 1989, becoming the first British player to secure a victory at this prestigious tournament.",False,"['Sandy Lyle', 'sandy lyle', 'SANDY LYLE', 'Lyle, Sandy (Alexander Walter Barr)', 'lyle sandy alexander walter barr', 'Lyle, Sandy', 'sandy alexander walter barr lyle', 'lyle sandy', 'Sandy (Alexander Walter Barr) Lyle']"
146,"The Reign of Terror was a period during the French Revolution, which lasted from September 1793 to July 1794. It was characterized by extreme political repression, mass executions, and the rise of radical leaders such as Maximilien Robespierre.",False,"['France', 'France', 'French Republic', 'French Republic', 'The French Republic', 'People of France', 'la république francaise', 'republique francaise', 'Republique française', 'le france', 'Fracne', 'France (country)', 'Etymology of France', 'Rain in France', 'Franciaország', 'République française', 'Ranska', 'république française', 'FRANCE', 'ISO 3166-1:FR', 'Climate of France', 'La République française', 'FRance', 'france country', 'frakkland', 'france', 'Republic of france', 'fracne', 'ranska', 'Frankreich', 'etymology of france', 'people of france', 'Franse', 'Frakkland', 'climate of france', 'rain in france', 'Belle France', 'franciaorszag', 'iso 3166 1 fr', 'french republic', 'republique française', 'republic of france', 'FrancE', 'franse', 'République francaise', 'La République francaise', 'la france', 'La Republique française', 'la republique française', 'Republique francaise', 'belle france', 'la republique francaise', 'frankreich', 'Republic of France', 'La Republique francaise', 'Franciaorszag', 'The Republic of France', 'république francaise', 'franciaország', 'La France', 'Le France', 'la république française']"
147,The capital of Vermont is Montpelier.,True,"['Montpelier', 'Montpelier', 'Montpelier', 'Montpelier (disambiguation)', 'mountpelier', 'montpelier disambiguation', 'Mountpelier', 'montpelier']"
148,"The American roadrunner belongs to the family Cuculidae. This family is commonly known as the cuckoo family, which includes various species of cuckoos and roadrunners.",True,"['Cuculidae', 'cuckoos', 'Cuckow', 'Cuckoos', 'cuculinae', 'cuckoos nest', 'Cuckoo', 'Cuckoo bird', 'cuculiformes', 'cookoo', 'Cuculinae', 'Cuculimorphae', 'cuculimorphae', 'cuckow', 'cuckoo', 'Cuculiform', 'Cuckoo’s Nest', 'cuculidae', 'Cookoo', 'Cuckoos Nest', 'cuckoo s nest', 'cuculiform', ""Cuckoo's nest"", 'Cuculiformes', 'cuckoo bird']"
149,"The French author who wrote the fairy tales ""Little Red Riding Hood,"" ""Sleeping Beauty,"" and ""Puss in Boots"" is Charles Perrault. He is known for popularizing these and other fairy tales in the late 17th century.",True,"['Charles Perrault', 'Charles Perrault', 'Charles Perrault', 'Charles Perrault', 'charles perrault', 'C. Perrault', 'Perrault, Charles', 'c perrault', 'perrault charles']"
150,"On Red Nose Day 2001, the winner of Celebrity Big Brother was Jack Dee.",True,"['Jack Dee', 'james andrew innes dee', ""Jack Dee's Saturday Night"", 'Dee, Jack', 'James Andrew Innes %22Jack%22 Dee', 'jack dee', ""Jack Dee's Sunday Service"", 'jack dee s saturday night', 'jack dee s sunday service', 'James Andrew Innes Dee', 'dee jack', 'james andrew innes 22jack 22 dee']"
151,"Between 1838 and 1839, France fought the so-called Pastry War against Mexico. The conflict arose from French claims for damages against Mexico, including a dispute over a French pastry chef's claims for compensation after his shop was looted in Tacubaya.",True,"['Mexican Republic', 'Mexic', 'Mexic', 'Mexic', 'Mexico', 'Mexico', 'Mexico', 'Mexicó', 'Mehico', 'mexique', 'The United State of Mexico', 'United Mexican States', 'United States of Mexicans', 'Mexiko', 'The United States of Mexico', 'Messico', 'mexic', 'Etymology of Mexico', 'mejico', 'Mexxico', 'Mexican Union', 'Republic of Mexico', 'republic of mexico', 'sierra de la estrella', 'mexican republic', 'old mexico', 'untied mexican states', 'united state of mexico', 'estados unidos de mexico', 'mexican united states', 'Mexican coast', 'united states of mexicans', 'messico', 'ISO 3166-1:MX', 'Estados Unidos de México', 'mexican union', 'mexxico', 'mehico', 'united states of mexico', 'iso 3166 1 mx', 'México', 'Méjico', 'Estados Unidos Mexicanos', 'etymology of mexico', 'Untied Mexican States', 'mexican', 'méjico', 'United states of mexico', 'central mexico', 'Mexique', 'meixcan', 'united mexican states', ""Mexican'"", 'méxico', 'Mexico (country)', 'Mexican United States', 'United States of Mexico', 'estados unidos de méxico', 'Sierra de la Estrella', 'mexican coast', 'Mountains of Mexico', 'estados unidos mexicanos', 'Old Mexico', 'Meixcan', 'mexico country', 'mexiko', 'mexico', 'Estados Unidos de Mexico', 'United State of Mexico', 'Central Mexico', 'mexicó', 'Mexican Federal Republic', 'mexican federal republic', 'eum', 'Mejico', 'The United Mexican States', 'mountains of mexico', 'The United States of Mexicans', 'MEXICO', 'EUM']"
152,The English king who was married to Catherine of Braganza from 1662 to 1685 was King Charles II.,True,"['Charles II', 'Charles II', 'Charles II', 'King Charles II', 'Charles ii', 'CHARLES II', 'King Charles the Second', 'charles second', 'charles ii', 'Charles 6', 'charles 2', 'Charles Ii', 'Charles II (disambiguation)', 'charles 6', 'charles ii disambiguation', 'Charles the Second', 'king charles ii', 'Charles 2', 'king charles second']"
153,"Each section of ten beads on a rosary is called a ""decade."" A rosary typically consists of five decades, each used for counting prayers, particularly the Hail Mary.",True,"['Decade', 'Decade (redirect)', 'triennium', 'decade redirect', 'decade', 'Decennium', 'Matt Wantland', 'decades', 'decennium', 'matt wantland', 'Decades', 'Triennium']"
